id,categoria,pregunta,respuesta,contexto
228,Medicamentos,¿Cuándo añado espironolactona en insuficiencia cardiaca?,Espironolactona o eplerenona se añaden en FEVI reducida si función renal y potasio lo permiten. Hay que controlar potasio y creatinina después de iniciar y al titular.,"Espironolactona y eplerenona son antagonistas del receptor mineralocorticoide indicados en insuficiencia cardiaca con FEVI reducida si la función renal y el potasio lo permiten. Reducen eventos, pero exigen control estrecho de potasio y creatinina tras inicio y titulación para evitar hiperpotasemia o deterioro renal."
236,Medicamentos,¿Para qué uso apixabán en cardiología y qué dosis suele llevar?,"No lo dosifiques “de memoria” sin datos. En FA suele ser 5 mg cada 12 h, con reducción a 2,5 mg cada 12 h si cumple criterios específicos de edad, peso y creatinina.","Apixabán es un DOAC utilizado en cardiología sobre todo para prevención de ictus en fibrilación auricular no valvular y para enfermedad tromboembólica venosa. La dosis se individualiza por indicación, función renal, edad, peso, creatinina e interacciones; se debe evitar infradosificar sin criterios."
237,Medicamentos,¿Qué dosis de rivaroxabán uso en fibrilación auricular?,En FA suele ser 20 mg una vez al día con comida si función renal adecuada; se reduce con insuficiencia renal según ficha técnica. Revisa filtrado e interacciones.,Rivaroxabán es un DOAC usado en fibrilación auricular no valvular y tromboembolismo venoso. La dosis en cardiología depende de la indicación y función renal; en FA suele requerir administración con comida y no es apropiado en válvulas mecánicas ni estenosis mitral moderada-severa.
238,Medicamentos,¿Cuándo puedo usar dabigatrán y qué debo vigilar?,"Puede usarse si la función renal lo permite. Vigila dispepsia, sangrado, edad avanzada, filtrado bajo e interacciones; ajusta dosis según ficha técnica.","Dabigatrán es un inhibidor directo de la trombina empleado en fibrilación auricular no valvular y tromboembolismo venoso. Su uso depende estrechamente de la función renal, edad, riesgo hemorrágico e interacciones con P-gp; puede producir dispepsia y no debe triturarse ni abrirse la cápsula."
247,Medicamentos,¿Cuánto magnesio doy en una torsade de pointes?,"En torsades, da magnesio y corrige potasio, retira fármacos QT y trata bradicardia si existe. Si está inestable, desfibrilación/cardioversión según ritmo.","El sulfato de magnesio intravenoso es tratamiento de elección en torsades de pointes, incluso si el magnesio sérico no está claramente bajo. Además deben corregirse hipopotasemia e hipomagnesemia, retirar fármacos que prolongan QT y tratar bradicardia o pausas; si hay inestabilidad se requiere desfibrilación/cardioversión según el ritmo."
248,Medicamentos,¿Qué hago con una bradicardia sintomática: cuánto de atropina doy?,"Si bradicardia con hipotensión o bajo gasto, atropina es una opción inicial. Si no responde o hay bloqueo avanzado, prepara marcapasos transcutáneo y soporte.","La atropina puede utilizarse como tratamiento inicial de bradicardia sintomática con compromiso hemodinámico. Puede ser poco eficaz en bloqueo AV avanzado o infranodal, por lo que debe prepararse marcapasos transcutáneo, catecolaminas o soporte avanzado si no hay respuesta rápida."
257,Medicamentos,¿Tiene sentido dar aspirina en prevención primaria?,No des aspirina primaria “por si acaso” a todos. En prevención primaria se individualiza mucho por riesgo cardiovascular y hemorrágico.,"La aspirina en prevención primaria no se recomienda de forma rutinaria porque el beneficio cardiovascular suele ser pequeño frente al riesgo de sangrado. Debe individualizarse en pacientes de riesgo cardiovascular muy alto y bajo riesgo hemorrágico, evitando su uso sistemático como antiagregación preventiva."
266,Medicamentos,¿Cuándo añado ezetimiba y qué dosis uso?,Añade ezetimiba 10 mg/día si con estatina máxima tolerada no llega a objetivo LDL o no tolera intensificar estatina. Es frecuente tras SCA o en muy alto riesgo.,"Ezetimiba se añade a estatina máxima tolerada cuando no se alcanza el objetivo de LDL, especialmente en prevención secundaria, síndrome coronario agudo o riesgo cardiovascular muy alto. Tiene efecto hipolipemiante adicional y suele tolerarse bien, pero no sustituye la intensificación global del tratamiento de riesgo."
267,Medicamentos,¿Cuándo planteo un inhibidor PCSK9 para bajar el LDL?,"Se plantean si sigue con LDL alto pese a estatina potente más ezetimiba, especialmente en prevención secundaria. No sustituyen el control global de riesgo.","Los inhibidores de PCSK9 se consideran en pacientes de muy alto riesgo cardiovascular, especialmente en prevención secundaria, cuando el LDL sigue por encima del objetivo pese a estatina potente máxima tolerada y ezetimiba. Reducen de forma marcada el LDL y requieren valorar indicación, adherencia y criterios de financiación."
276,Medicamentos,¿A qué paciente le puedo dar ivabradina?,"Solo funciona en ritmo sinusal. Si FEVI reducida, síntomas y FC alta pese a betabloqueante tolerado, puede ayudar; en FA no tiene sentido para control de frecuencia.","Ivabradina puede considerarse en insuficiencia cardiaca con FEVI reducida sintomática, en ritmo sinusal y con frecuencia cardiaca elevada pese a betabloqueante máximo tolerado o contraindicación a este. No sirve para controlar frecuencia en fibrilación auricular porque actúa sobre el nodo sinusal."
277,Medicamentos,¿Cuándo uso digoxina para controlar la frecuencia en fibrilación auricular?,"Puede usarse para controlar frecuencia, especialmente si hay IC o presión baja, pero cuidado con función renal, niveles, edad e interacciones. No es ideal para control durante esfuerzo.","Digoxina puede ayudar al control de frecuencia en fibrilación auricular, especialmente en pacientes sedentarios, con insuficiencia cardiaca o presión arterial baja. Tiene margen terapéutico estrecho y requiere vigilancia de función renal, potasio, niveles plasmáticos cuando proceda, edad avanzada e interacciones."
281,Medicamentos,¿Qué tengo que vigilar si el paciente toma apixabán?,"No lo dosifiques “de memoria” sin datos. En FA suele ser 5 mg cada 12 h, con reducción a 2,5 mg cada 12 h si cumple criterios específicos de edad, peso y creatinina.","Apixabán requiere revisar indicación, función renal, edad, peso, creatinina, interacciones y riesgo hemorrágico antes de elegir dosis. En fibrilación auricular no valvular no debe reducirse la dosis salvo que se cumplan criterios específicos, porque la infradosificación aumenta el riesgo embólico."
282,Medicamentos,¿Qué problemas puede dar el rivaroxabán y qué debo controlar?,En FA suele ser 20 mg una vez al día con comida si función renal adecuada; se reduce con insuficiencia renal según ficha técnica. Revisa filtrado e interacciones.,Rivaroxabán puede producir sangrado y su exposición aumenta con deterioro renal o interacciones. En fibrilación auricular la dosis se ajusta por función renal y suele tomarse con comida; debe evitarse la reducción no justificada y revisar contraindicaciones como válvula mecánica o estenosis mitral moderada-severa.
286,Medicamentos,¿Cómo empiezo el tratamiento farmacológico de una hipertensión?,"Tras confirmar HTA, decide por nivel de presión y riesgo global. A menudo se inicia combinación de dos fármacos a dosis bajas, salvo fragilidad, bajo riesgo o situaciones especiales.","En hipertensión arterial, el inicio de tratamiento farmacológico depende de cifras confirmadas, riesgo cardiovascular global, daño de órgano y fragilidad. Las guías favorecen con frecuencia una combinación inicial a dosis bajas en un solo comprimido, salvo pacientes frágiles, muy ancianos, bajo riesgo o situaciones que aconsejen titulación más lenta."
287,Medicamentos,¿Qué antihipertensivos debo evitar si la paciente está embarazada?,"No uses IECA/ARA-II/ARNI en embarazo. Si la paciente puede estar embarazada o planifica gestación, cambia a opciones seguras y coordina manejo.","IECA, ARA-II y ARNI están contraindicados durante el embarazo por riesgo fetal. En mujeres embarazadas, con posibilidad de embarazo o que planifican gestación, debe revisarse anticoncepción y sustituir por alternativas compatibles, coordinando el manejo con obstetricia y cardiología."
296,Medicamentos,¿Cuándo doy antibióticos si sospecho endocarditis?,No des antibiótico “a ciegas” si está estable antes de hemocultivos. Toma varios hemocultivos y ajusta tratamiento con infectología/cardiología según germen y válvula.,"La endocarditis infecciosa requiere hemocultivos antes de antibióticos si el paciente está estable, ecocardiografía y manejo multidisciplinar. El tratamiento antimicrobiano debe ser dirigido según germen, válvula nativa o protésica, complicaciones y sensibilidad; si hay sepsis o inestabilidad no debe retrasarse el tratamiento empírico."
297,Medicamentos,¿Cuándo trato el déficit de hierro en insuficiencia cardiaca?,"Pide ferritina y saturación de transferrina en IC. Si hay déficit, el hierro intravenoso puede ayudar en pacientes seleccionados; el hierro oral suele ser menos eficaz en este contexto.","En insuficiencia cardiaca se debe buscar déficit de hierro mediante ferritina y saturación de transferrina. En pacientes seleccionados con déficit, el hierro intravenoso puede mejorar síntomas y reducir hospitalizaciones; el hierro oral suele ser menos eficaz en este contexto y no corrige igual el déficit funcional."
305,Medicamentos,¿Qué dosis de prasugrel uso si el paciente va a angioplastia?,Prasugrel suele ser 60 mg de carga y 10 mg/día si procede PCI. No se usa si hubo ictus/AIT; en ancianos o bajo peso el riesgo hemorrágico cambia la decisión.,Prasugrel es un inhibidor P2Y12 usado en síndrome coronario agudo tratado con angioplastia cuando es apropiado. Se evita si existe antecedente de ictus o AIT y se usa con especial precaución en edad avanzada o bajo peso por mayor riesgo hemorrágico.
306,Medicamentos,¿Qué dosis de clopidogrel uso en un síndrome coronario agudo?,"Clopidogrel se usa como alternativa: carga 300-600 mg y luego 75 mg/día. Es útil si alto riesgo hemorrágico, necesidad de anticoagulación o contraindicación a otros P2Y12.","Clopidogrel es un inhibidor P2Y12 utilizado cuando ticagrelor o prasugrel no son adecuados, en pacientes con mayor riesgo hemorrágico, necesidad de anticoagulación o estrategias específicas. Puede requerir dosis de carga y mantenimiento, y su eficacia puede variar por interacciones y metabolismo CYP2C19."
315,Medicamentos,¿Cómo inicio un IECA en insuficiencia cardiaca?,Úsalo si FEVI reducida o post-IAM con indicación y no hay contraindicación. Controla función renal y potasio al inicio y tras ajustes.,"Los IECA reducen morbimortalidad en insuficiencia cardiaca con FEVI reducida y tienen indicación tras infarto con disfunción ventricular, diabetes, hipertensión o enfermedad renal según contexto. Deben iniciarse y titularse vigilando presión arterial, creatinina, potasio, tos, angioedema e hipotensión."
316,Medicamentos,¿Cuándo cambio un IECA por un ARA-II?,"Si el IECA da tos intolerable, puedes cambiar a ARA-II. Ojo con hiperpotasemia, insuficiencia renal e hipotensión igual que con IECA.","Los ARA-II son alternativa a los IECA cuando existe intolerancia, por ejemplo tos persistente, y se emplean en insuficiencia cardiaca, hipertensión y prevención vascular según indicación. Requieren la misma vigilancia de presión arterial, creatinina, potasio e hipotensión, y no deben combinarse de forma rutinaria con IECA."
325,Medicamentos,¿Qué anticoagulante oral directo elijo en fibrilación auricular?,"En FA, si el riesgo embólico lo indica, se prefiere DOAC. No uses DOAC en válvula mecánica ni estenosis mitral moderada-severa; ahí corresponde AVK.","En fibrilación auricular, la anticoagulación oral se indica según riesgo tromboembólico y se prefieren DOAC frente a antagonistas de vitamina K en la mayoría de pacientes elegibles. Los DOAC no deben utilizarse en válvulas mecánicas ni en estenosis mitral moderada-severa; la dosis debe respetar criterios específicos para evitar infradosificación."
326,Medicamentos,¿Cómo sé si apixabán va a 5 mg o a dosis reducida?,"No lo dosifiques “de memoria” sin datos. En FA suele ser 5 mg cada 12 h, con reducción a 2,5 mg cada 12 h si cumple criterios específicos de edad, peso y creatinina.","Apixabán se usa en fibrilación auricular no valvular y tromboembolismo, con dosis determinada por indicación y criterios clínicos. Antes de prescribirlo se revisan función renal, edad, peso, creatinina, interacciones y riesgo de sangrado; la dosis reducida solo procede si se cumplen criterios."
327,Medicamentos,¿Puedo darle rivaroxabán a este paciente o hay que ajustarlo?,En FA suele ser 20 mg una vez al día con comida si función renal adecuada; se reduce con insuficiencia renal según ficha técnica. Revisa filtrado e interacciones.,"Rivaroxabán puede usarse en fibrilación auricular no valvular o tromboembolismo si la función renal y el perfil hemorrágico lo permiten. Deben comprobarse indicación, filtrado glomerular, interacciones, adherencia con la toma con comida en FA y contraindicaciones como válvula mecánica o estenosis mitral moderada-severa."
